Latitude and Longitude,Class of Land,vh,vv,RVI,ndvi_mean,ndvi_max,ndvi_min
"(10.321455902933202, 105.23301122257715)",Rice,0.0064672092,0.1358559579,0.0387455612775406,0.4965351316874136,0.8578395235155627,0.0842126847345454
"(10.323727047081501, 105.26026495235556)",Rice,0.0018266938,0.0159828272,0.131395431359245,0.5619682026584065,0.8620706181277464,0.099557126932811
"(10.325089733570481, 105.28025102085971)",Rice,0.0028981918,0.0156535506,0.2469867289370842,0.6268315329522524,0.8230470054989741,0.1139710541115833
"(10.32009321644422, 105.23210276491787)",Rice,0.0058095227,0.0523383245,0.1263194453325115,0.4969764817136901,0.8583381287729018,0.0777509432682616
"(10.322364360592521, 105.27797987671151)",Rice,0.0037340529,0.0305297058,0.1439057629563791,0.6222049814465227,0.8180750269619343,0.1222853758743579
"(10.32327281825184, 105.27752564788187)",Rice,0.0055724038,0.0730485395,0.0754773225124858,0.625142466746432,0.8225072315572187,0.1202970884952433
"(10.324635504740822, 105.2652614694816)",Rice,0.0023479681,0.022167502,0.1185599319368051,0.5694126576957914,0.8485384678571384,0.0884533113814135
"(10.320547445273881, 105.2266520189622)",Rice,0.005571655,0.1775538921,0.0212281874447492,0.4976982097019872,0.8531066414455377,0.0898802431809548
"(10.323727047081501, 105.2652614694816)",Rice,0.006588792,0.0460953042,0.1769087796348465,0.5654685779373751,0.848569743924874,0.0892291145566446
"(10.325089733570481, 105.23528236672536)",Rice,0.0035224955,0.11602097,0.0202323765566016,0.4874672613682129,0.8451079703902813,0.0862353779158859
"(10.324635504740822, 105.26798684245944)",Rice,0.0041362359,0.0252632052,0.2110859509925218,0.5890338204715228,0.8409805249247088,0.0862768274700642
"(10.32281858942218, 105.26435301182232)",Rice,0.0154922595,0.0753162727,0.2818656491648948,0.5625994628328618,0.8550162234070028,0.0877868788284531
"(10.325089733570481, 105.26344455416304)",Rice,0.0039677215,0.0093984697,0.6469344204232059,0.5723528201019957,0.8550830413768297,0.0880599947744258
"(10.323727047081501, 105.24572962980707)",Rice,0.0042469935,0.0803632364,0.044982964489706,0.5399066424987613,0.850952782377108,0.0796805417793698
"(10.324635504740822, 105.2334654514068)",Rice,0.0038443266,0.0498581268,0.0766124261819617,0.489999146912122,0.8430649177584811,0.0959240041073579
"(10.325089733570481, 105.23164853608824)",Rice,0.0027684309,0.0871861577,0.0215961104926142,0.4904292815829569,0.8406316980438818,0.0896373107768334
"(10.32327281825184, 105.26571569831123)",Rice,0.0054531642,0.0459558181,0.138189276736464,0.5666528862005807,0.8479627159219835,0.0879823817374534
"(10.31963898761456, 105.23074007842897)",Rice,0.0041437303,0.0597731024,0.0660274224531339,0.499535268206175,0.8598441265688662,0.0785941807370222
"(10.320547445273881, 105.22983162076967)",Rice,0.0089693256,0.1266565472,0.0680277108421528,0.5006656957249377,0.8612914528031325,0.08687693136192
"(10.32281858942218, 105.28115947851899)",Rice,0.0025999243,0.0327943824,0.0796344401634417,0.6132457859801123,0.7995933901602286,0.1286942617985234
"(10.321910131762861, 105.23028584959931)",Rice,0.0028190378,0.0304608196,0.0986141317177819,0.5005965397001719,0.858162811812089,0.0890001463049594
"(10.324181275911162, 105.26071918118518)",Rice,0.0035642011,0.0181130245,0.2666844817471051,0.561627225975652,0.8595335540819777,0.0969059010891669
"(10.325089733570481, 105.26026495235556)",Rice,0.0057961959,0.1045849547,0.0481318106103114,0.5643432226020425,0.862031548417939,0.0967634484608298
"(10.325089733570481, 105.2448211721478)",Rice,0.0036928121,0.0292734262,0.1499656230234274,0.5317484750146468,0.8613445002354987,0.0732283995823436
"(10.324181275911162, 105.24300425682924)",Rice,0.00417489,0.0863516927,0.0396153372463036,0.532466098715362,0.8675672592346292,0.082854624346064
"(10.32281858942218, 105.27570873256332)",Rice,0.003395736,0.0368680507,0.0979690607883448,0.6207896661708369,0.8227840659984911,0.1270211813288982
"(10.323727047081501, 105.28252216500792)",Rice,0.0037324426,0.019756997,0.2533615540018316,0.6338303078205848,0.8203064191302764,0.1302118232459728
"(10.31963898761456, 105.23937042619212)",Rice,0.0048614512,0.0557983592,0.09075223186449,0.5151068007986652,0.8558558789312147,0.0994513730468534
"(10.32281858942218, 105.28161370734864)",Rice,0.0030740218,0.0206319541,0.1867814093740313,0.6156993961812952,0.8005487587123123,0.1323573687321541
"(10.324635504740822, 105.28161370734864)",Rice,0.0027470056,0.1018300354,0.0170292211103866,0.6353162349503946,0.8264051351151955,0.1146908509105779
"(10.32327281825184, 105.26117341001483)",Rice,0.0038682604,0.0271145124,0.1764627815401656,0.5594990431314808,0.8594942934226427,0.0942565913249658
"(10.32327281825184, 105.2788883343708)",Rice,0.0016417131,0.0159212723,0.1143163570787338,0.6264962681313954,0.8183295343310393,0.1234643622182756
"(10.324181275911162, 105.2516346045924)",Rice,0.0082110446,0.042839244,0.2580241200100922,0.554263682476175,0.8558673123815927,0.0822844138905813
"(10.323727047081501, 105.23982465502175)",Rice,0.006303126,0.2002955079,0.0213158574034977,0.5131322919545757,0.8566254955544199,0.0892756356282614
"(10.31963898761456, 105.23028584959931)",Rice,0.0065836147,0.1983881295,0.0230258465243508,0.4999828598907209,0.8608579692313231,0.07976818447009
"(10.32327281825184, 105.28706445330431)",Rice,0.0037226274,0.042340409,0.0918978819407354,0.5981065069923029,0.7609952965039235,0.1876058478596395
"(10.324181275911162, 105.27752564788187)",Rice,0.0034806745,0.0917704999,0.0279414924872451,0.6285933284495427,0.8248618496876153,0.1186995505251636
"(10.323727047081501, 105.26480724065195)",Rice,0.0036153928,0.1801565439,0.0110375945336404,0.563437296757682,0.8500786426381723,0.0906519223918195
"(10.321910131762861, 105.2266520189622)",Rice,0.0032904893,0.0197030362,0.2165421120230891,0.505651220553875,0.8513458996822181,0.0965570769094758
"(10.324181275911162, 105.25072614693312)",Rice,0.0083133718,0.0518841855,0.2052851309622902,0.5560145921127563,0.8577601329734075,0.0787975976377644
"(10.32327281825184, 105.27071221543727)",Rice,0.0047880551,0.029461991,0.2090773370835965,0.5986259436442936,0.8333529169596056,0.1080837951997114
"(10.325089733570481, 105.25890226586662)",Rice,0.0135177728,0.260050416,0.0439358783201927,0.562745580847247,0.8671338104547974,0.0969188898490099
"(10.321455902933202, 105.25208883342202)",Rice,0.0175640788,0.1133578047,0.1965530057984237,0.5718320150610149,0.8548158221814324,0.0813616764716629
"(10.324635504740822, 105.26162763884446)",Rice,0.0073358086,0.1333445907,0.047630110620979,0.5639802183792293,0.8566533450325208,0.0892826658769836
"(10.325089733570481, 105.28751868213396)",Rice,0.0017813812,0.0313904397,0.0497784443840118,0.5999836878445831,0.7895414448840357,0.1662914516608827
"(10.32009321644422, 105.24845500278491)",Rice,0.0054822024,0.1711696982,0.0218683047721166,0.5685352875860176,0.8448848374140558,0.0802644554026084
"(10.324181275911162, 105.23982465502175)",Rice,0.0055574998,0.0654687211,0.0875489845748744,0.5109610958315536,0.856318687118523,0.0869642857142857
"(10.31963898761456, 105.23891619736247)",Rice,0.0072580553,0.0762428641,0.1025069978700644,0.5116708222389419,0.8570699358536225,0.0959016414011137
"(10.325089733570481, 105.26389878299267)",Rice,0.0033892163,0.0135816112,0.3569886367070053,0.5724675056089057,0.8545920386852098,0.0881976843815533
"(10.321455902933202, 105.26117341001483)",Rice,0.0122686438,0.0953464583,0.1539731499824802,0.5469580939677257,0.8581841066604065,0.0952159649155508
"(10.319184758784901, 105.22710624779182)",Rice,0.0053394362,0.0693154037,0.0765096369227833,0.5003686082932561,0.8631624959342533,0.0763954300617793
"(10.321001674103542, 105.25254306225168)",Rice,0.0079891197,0.1153987348,0.0659021775119544,0.5745581447302794,0.8550623113931146,0.080211121237913
"(10.321455902933202, 105.23164853608824)",Rice,0.0055009415,0.1086856574,0.0422953696347683,0.4952060661581166,0.8562826120294538,0.0815931552507034
"(10.324181275911162, 105.24936346044419)",Rice,0.0067938603,0.0937652588,0.0702429462944266,0.5525303680423286,0.8551557128925128,0.0739527080088718
"(10.324181275911162, 105.27979679203008)",Rice,0.0013831612,0.0101064621,0.1670746279931084,0.6284065010784861,0.821292788517812,0.118675392565716
"(10.324181275911162, 105.2598107235259)",Rice,0.0077839983,0.1220888123,0.0586930571224633,0.5639153141828548,0.8641419713969559,0.1009360044537028
"(10.324181275911162, 105.28706445330431)",Rice,0.0043356642,0.0176804177,0.3495693933023392,0.610519938090093,0.7874991818878723,0.1724335523085411
"(10.32281858942218, 105.27934256320043)",Rice,0.0037455417,0.0199363511,0.2515980841867183,0.6196912269418998,0.8119929139647403,0.1233499099793918
"(10.320547445273881, 105.22710624779182)",Rice,0.0058892285,0.0692840442,0.0877106667169162,0.4999520765938952,0.8572662278616938,0.0876316000964397
"(10.32327281825184, 105.26162763884446)",Rice,0.0027460346,0.0410727412,0.0627521541230652,0.5601015330260162,0.8584825089756785,0.0890742366148748
"(10.324635504740822, 105.25208883342202)",Rice,0.0069961348,0.097572647,0.0692220045492593,0.5486861236400892,0.8543643922868196,0.0793679621653629
"(10.321001674103542, 105.25027191810346)",Rice,0.0510638468,0.1455569565,0.5294026183043542,0.5720445882176524,0.853526459537381,0.0786472025003012
"(10.318730529955241, 105.22756047662148)",Rice,0.009549316,0.118200928,0.0817477449628659,0.5024578577772925,0.8666552011611077,0.0732229576297144
"(10.31963898761456, 105.23255699374752)",Rice,0.0081431903,0.1546784341,0.0447387393729635,0.4973445651888609,0.8585462693227599,0.0769976672047601
"(10.323727047081501, 105.23800773970319)",Rice,0.0064960336,0.1339870393,0.0397737360845087,0.5000034886501885,0.8530708722281387,0.0861729005581802
"(10.323727047081501, 105.27797987671151)",Rice,0.0045069829,0.0528906994,0.0880131009487044,0.6275019713222428,0.8211227555220071,0.1206296806707982
"(10.323727047081501, 105.26844107128906)",Rice,0.0033640778,0.1330548972,0.0154898376087481,0.5871347655187645,0.8357012346169608,0.089686432185456
"(10.31963898761456, 105.2416415703403)",Rice,0.0051197363,0.1459011883,0.0249675364677671,0.5365127449058168,0.8628002841733382,0.1104004532919391
"(10.32327281825184, 105.25663112171844)",Rice,0.008215961,0.1625961065,0.0421958481557862,0.5704555461797504,0.8725279926881188,0.0915380205895909
"(10.32327281825184, 105.27979679203008)",Rice,0.0054060747,0.0087844562,0.9405569337184896,0.6214268120046393,0.8131859602205352,0.1207647586766831
"(10.323727047081501, 105.28888136862287)",Rice,0.0055533601,0.0927550942,0.0537041000309864,0.5697218835428416,0.7356345198217173,0.2188240261188035
"(10.324635504740822, 105.26344455416304)",Rice,0.001839021,0.0108405398,0.2209447611072277,0.5682859026524759,0.8539630553710742,0.0882387828987691
"(10.324181275911162, 105.26208186767411)",Rice,0.0046377247,0.0132512022,0.5280086101897619,0.5640645409172763,0.8577147017452944,0.086413790648094
"(10.319184758784901, 105.23573659555498)",Rice,0.0057169399,0.0793211237,0.0697244966708667,0.5037313852423607,0.8634387729275693,0.0820260055090401
"(10.320547445273881, 105.25435997757023)",Rice,0.0045353328,0.0172581822,0.379736908117294,0.5755545876276126,0.8570187111599512,0.0799403014324199
"(10.31963898761456, 105.24255002799958)",Rice,0.0046225553,0.0840099454,0.0476424031963815,0.543964775844628,0.8628436806537921,0.1098943347392568
"(10.320547445273881, 105.23619082438464)",Rice,0.0032809232,0.0219999067,0.1870109766545011,0.4992672856710908,0.860792086711025,0.0820527625496982
"(10.324181275911162, 105.23709928204391)",Rice,0.0033307094,0.0326637402,0.1125931060187012,0.4948530444131967,0.8532127806482029,0.0844717048781832
"(10.324635504740822, 105.26026495235556)",Rice,0.0061917114,0.0689242333,0.0946624736787836,0.5633769065248411,0.8612867798307905,0.0975328007091173
"(10.32009321644422, 105.23846196853285)",Rice,0.0044982452,0.0765163824,0.0523334684655058,0.508427230383969,0.8573738846054708,0.0936400428962387
"(10.325089733570481, 105.25617689288879)",Rice,0.0050331224,0.1097052917,0.0367496295191045,0.5593244801119794,0.8709885357476729,0.0873157675504345
"(10.321455902933202, 105.23074007842897)",Rice,0.006527835,0.0474874564,0.1680500550386222,0.4993579608451562,0.8581256845711268,0.086721509004464
"(10.325089733570481, 105.26071918118518)",Rice,0.0025704016,0.0356028676,0.069891189698115,0.5638587712028612,0.8595873743236524,0.0959587018891562
"(10.323727047081501, 105.24073311268103)",Rice,0.0100588864,0.0762650818,0.1591064377598011,0.5205936956161218,0.8621014932923109,0.0897178134987084
"(10.323727047081501, 105.24345848565886)",Rice,0.0015542879,0.0087250164,0.2351860761135899,0.5365761503552455,0.8672660909262482,0.0828145818827671
"(10.325089733570481, 105.27979679203008)",Rice,0.0042634648,0.0224280972,0.2553542141581264,0.627117625446958,0.8225934737291497,0.1142209967614069
"(10.323727047081501, 105.27752564788187)",Rice,0.0144202719,0.1000107676,0.1789387505500949,0.6275104885191135,0.8236774848408955,0.1204004242028738
"(10.318276301125582, 105.22619779013255)",Rice,0.0158094186,0.1184013262,0.1617159699065539,0.4960587120633355,0.8595947110117926,0.0751276506529679
"(10.321455902933202, 105.22710624779182)",Rice,0.0071879243,0.2136574984,0.023487274838294,0.5057296704134048,0.856972396894157,0.0918571456385792
"(10.325089733570481, 105.2666241559705)",Rice,0.0034123145,0.0249599833,0.1668367819442179,0.5803895997536141,0.8447752737283205,0.0851420447005143
"(10.321001674103542, 105.26026495235556)",Rice,0.0057993098,0.1035142094,0.0488780241270782,0.5491100377849926,0.8629918935314095,0.0961057322908053
"(10.32009321644422, 105.24118734151068)",Rice,0.003058455,0.0448411517,0.0645379568852859,0.5303167628475972,0.8612176914309124,0.1087519850162061
"(10.324635504740822, 105.2857017668154)",Rice,0.0029651099,0.0487261713,0.0549534849217965,0.6304160066012896,0.8157160865302417,0.1403140040196056
"(10.32009321644422, 105.24209579916996)",Rice,0.0067028464,0.0892775953,0.0738201249678599,0.5379742029105749,0.862984935414575,0.1089403640508196
"(10.32281858942218, 105.25572266405916)",Rice,0.007821532,0.0782994851,0.1094798025902246,0.5730494167869622,0.8700363843204173,0.088073136087482
"(10.324635504740822, 105.25663112171844)",Rice,0.0075181373,0.2027281821,0.0270478511580493,0.5622709726308464,0.8708340490847585,0.0894200491279426
"(10.325089733570481, 105.25345151991095)",Rice,0.0066391109,0.0573476888,0.1336870351749788,0.5444464569415687,0.8547085351002796,0.0633970871291859
"(10.32327281825184, 105.27707141905222)",Rice,0.0069665676,0.1092276722,0.0587234248448563,0.6245785993955134,0.8239146578506674,0.1208855111743752
"(10.323727047081501, 105.22892316311038)",Rice,0.0028245542,0.0212320033,0.1609291216081659,0.5086773688718842,0.8586987321870916,0.0946119983832435
"(10.32327281825184, 105.2334654514068)",Rice,0.0101783127,0.0356248096,0.4190164270016511,0.4947357904179931,0.849930337368535,0.0928754203739259
"(10.319184758784901, 105.23846196853285)",Rice,0.0026625388,0.0766593888,0.024598805584196,0.5105354965001997,0.8592443303866008,0.0953714753803847
"(10.325089733570481, 105.26753261362978)",Rice,0.003383535,0.0809381753,0.0321519184092609,0.5886087242340231,0.8440657928210548,0.0844544936605996
"(10.318730529955241, 105.2334654514068)",Rice,0.0071700057,0.0405503698,0.2329611299644698,0.5048476611931872,0.8622673465863637,0.0845386481597665
"(10.324635504740822, 105.28115947851899)",Rice,0.0092655122,0.0684987828,0.1645105601164723,0.6318477233701606,0.8237299318410325,0.1166365781579911
"(10.324181275911162, 105.27525450373366)",Rice,0.0064255986,0.0891891941,0.0696855525346565,0.6245475004321868,0.829417747988783,0.1160651686068214
"(10.319184758784901, 105.22846893428076)",Rice,0.002836101,0.0300995968,0.1010746455666244,0.5032652216185012,0.866766244058063,0.0787662432404925
"(10.324181275911162, 105.24073311268103)",Rice,0.0075526685,0.0612742305,0.1454029848364307,0.5187652195576216,0.8617952554836713,0.0876401731971013
"(10.323727047081501, 105.2788883343708)",Rice,0.0055589196,0.0473223366,0.1363304711236184,0.6295949350634024,0.8199981032516739,0.1237879938433331
"(10.324181275911162, 105.26571569831123)",Rice,0.006624721,0.0892984122,0.0725982824915251,0.569108546885026,0.8472231744436064,0.0882363412675493
"(10.32009321644422, 105.24800077395528)",Rice,0.0155564519,0.1501860768,0.115020400724605,0.5662069727114785,0.8445153457857831,0.0806643157803557
"(10.32327281825184, 105.23164853608824)",Rice,0.0081921993,0.0876435712,0.0999699090492622,0.4938649295656374,0.8477741197224392,0.0870973229094297
"(10.318730529955241, 105.22983162076967)",Rice,0.0049716914,0.0847561359,0.0521705612680531,0.5030807406612423,0.8673235973907742,0.0718513664854084
"(10.323727047081501, 105.24436694331814)",Rice,0.0020802063,0.0197963491,0.1172873546976356,0.538757120426468,0.8659762003698837,0.0822851469916539
"(10.324181275911162, 105.28206793617827)",Rice,0.0036865098,0.0362054147,0.1123713498503315,0.6346554631235349,0.8254071247915392,0.1190504593768981
"(10.325089733570481, 105.28524753798575)",Rice,0.0052874601,0.0159811098,0.4958190543343699,0.6352073865922736,0.8242377844372999,0.1303788172562294
"(10.320547445273881, 105.22756047662148)",Rice,0.0071823811,0.0743409544,0.1046019422580564,0.5015985757063013,0.8594888706518212,0.0880335527544117
"(10.32009321644422, 105.24527540097742)",Rice,0.0051828031,0.0585497469,0.0927609340472197,0.5527883629771354,0.8441018838378522,0.0883477580861885
"(10.324635504740822, 105.26980375777799)",Rice,0.0027215469,0.0642901435,0.032738431279558,0.5990254514689778,0.834519130000136,0.0974442997136282
"(10.323727047081501, 105.24527540097742)",Rice,0.0076802745,0.1104076281,0.0663463432701311,0.5387756348041904,0.8536741673092954,0.0802021476606944
"(10.320547445273881, 105.23800773970319)",Rice,0.0060106907,0.0517494008,0.1342779657413669,0.5040479969602176,0.8572556426961288,0.0914424475065802
"(10.324635504740822, 105.26616992714088)",Rice,0.0030002133,0.0288181491,0.1158167711998728,0.5733187074069597,0.8448365109830978,0.0857490188214861
"(10.323727047081501, 105.27707141905222)",Rice,0.0203127675,0.2108144909,0.1042165965408312,0.6268695215938741,0.8251164940279933,0.120450240455799
"(10.321001674103542, 105.23028584959931)",Rice,0.0079557775,0.1290659308,0.0559628556950758,0.5000232907640084,0.8591123824690102,0.0874190464688726
"(10.319184758784901, 105.23437390906608)",Rice,0.0036980452,0.0611764602,0.0544386346369613,0.5053398367818752,0.8629713979758824,0.0870575978440092
"(10.320547445273881, 105.25208883342202)",Rice,0.0097417301,0.1108032688,0.0918946726151126,0.5780738570318605,0.8531635225326589,0.0806731420437255
"(10.321910131762861, 105.24618385863673)",Rice,0.0013211368,0.1166770533,0.0047388030272343,0.5497421009849415,0.8459204201309295,0.0749109875229636
"(10.325089733570481, 105.26208186767411)",Rice,0.0083608767,0.1408760548,0.0530424106327956,0.568655476566018,0.8584555684501287,0.0856794340822423
"(10.321455902933202, 105.2266520189622)",Rice,0.0050289659,0.3217175901,0.0076376807200958,0.5040901100502726,0.8519473734274496,0.0955673775970289
"(10.32327281825184, 105.28797291096359)",Rice,0.0045395717,0.019430127,0.3296768475928329,0.5790119377263373,0.7365674585631602,0.2102135586785894
"(10.318730529955241, 105.2348281378957)",Rice,0.0075276238,0.0465081036,0.2079818075221194,0.5066490050656356,0.8662278868339472,0.0818623947047271
"(10.324181275911162, 105.24890923161456)",Rice,0.0061308774,0.1223745719,0.0416832546999072,0.551208037288916,0.8545124019533783,0.0725822788732863
"(10.323727047081501, 105.2416415703403)",Rice,0.0104652541,0.0722558051,0.1799950358558006,0.5255326454864876,0.8671377388764586,0.0803725551729542
"(9.983509653666161, 105.50282314738331)",Rice,0.0221031979,0.0499578938,0.6795030394169582,0.5495322119750834,0.799262397564945,0.1219684710437474
"(9.966248958139081, 105.52735150418388)",Rice,0.0236791298,0.1309904754,0.2396079001332614,0.5196386262614187,0.7033046935181378,0.1776672892479372
"(9.962160898672142, 105.52008384290963)",Rice,0.0143336691,0.1277423501,0.1281784107412386,0.5794466577063518,0.7913639618245367,0.2595104815286485
"(9.98169273834752, 105.53143956365062)",Rice,0.0257014837,0.086484395,0.4386215780841669,0.5883718422407096,0.7946209692963958,0.3565651185152061
"(9.974425077072961, 105.48510822302734)",Rice,0.009521557,0.2623566985,0.0262156262528212,0.6025541727089098,0.7655707459553828,0.3619888983000042
"(9.99259423025936, 105.51645001227251)",Rice,0.0223847423,0.1996528655,0.1280407856732861,0.5597823954046833,0.757825848725524,0.236258276163452
"(9.982601196006842, 105.54779180151766)",Rice,0.035965912,0.1150479391,0.4649127246088933,0.5514986898219879,0.7090487744183154,0.2932423968174105
"(9.94490020314506, 105.52144652939856)",Rice,0.0336013213,0.0710960701,0.7272617268346168,0.6201999015295956,0.7822959110214054,0.2846745636943585
"(9.991685772600041, 105.49600971493871)",Rice,0.0368613265,0.1253655255,0.4332437634764001,0.5423524475745337,0.781154682768216,0.176797135546827
"(9.975787763561941, 105.49373857079053)",Rice,0.0390108302,0.0956595466,0.6236338320456339,0.5539506018066827,0.7237388074695951,0.2894402168617063
"(9.992140001429702, 105.51645001227251)",Rice,0.0203042608,0.1885350794,0.1212613216394479,0.5626033640354412,0.7635325091983843,0.2415148025201544
"(9.979421594199222, 105.50963657982791)",Rice,0.0190188475,0.1083550081,0.2307893919166971,0.5453136733756484,0.7863153878697522,0.1479217644110464
"(9.976241992391602, 105.48601668068665)",Rice,0.019736588,0.1638132185,0.1410383465263513,0.5943902047516608,0.7643468232572694,0.3360864933741898
"(9.983509653666161, 105.52871419067279)",Rice,0.0583669692,0.6735958457,0.0900693807867694,0.588320463867816,0.806020112622197,0.3489456335806264
"(9.990777314940722, 105.49964354557582)",Rice,0.0414073467,0.2011606097,0.2821148526633643,0.5373068449433052,0.8050630625768861,0.1838244681468414
"(9.95443900856792, 105.52825996184316)",Rice,0.0198886823,0.237936601,0.085699986110999,0.5937817003511254,0.8180808746559145,0.3172118195265526
"(9.994411145578, 105.50872812216863)",Rice,0.0182762686,0.2279649228,0.0808816931121459,0.5777361872241602,0.7777460784636953,0.2593496811220447
"(9.98805194196276, 105.51054503748719)",Rice,0.0136889284,0.1515194774,0.0954038626613773,0.5209664170567692,0.7891450699431451,0.1229005076289022
"(9.947171347293361, 105.51735846993179)",Rice,0.0161149614,0.1590754688,0.1115933530597023,0.58313919525742,0.7683517101562375,0.2734993610740651
"(9.97669622122126, 105.53734453843595)",Rice,0.0444518887,0.1709353477,0.3750294498815516,0.5509628897158361,0.7186293057544788,0.2835426619235672
"(9.952622093249282, 105.51554155461324)",Rice,0.0391449369,0.09160427,0.6552617125507815,0.5787504830905508,0.7636522399183044,0.2902007835733903
"(9.964886271650101, 105.50009777440548)",Rice,0.0134340758,0.5380414724,0.0152083567464818,0.5913654299944425,0.7821439210972803,0.2601406015158369
"(9.98941462845174, 105.52962264833207)",Rice,0.0421522893,0.076185368,0.8503687451683377,0.5503080236386848,0.7341939862852634,0.3508247824392778
"(9.95943552569418, 105.50691120685008)",Rice,0.0214528721,0.3028964102,0.0680406955736771,0.5114987856661743,0.6556700270922796,0.2840406924111899
"(9.971245475265341, 105.49600971493871)",Rice,0.0210889727,0.1047478467,0.2744299643475461,0.5917932180763726,0.78234306180469,0.3052535592673406
"(9.97533353473228, 105.53371070779883)",Rice,0.0274811201,0.2615849078,0.1172508647221238,0.5377139096700011,0.679721476500062,0.346994950310256
"(9.980330051858541, 105.51009080865757)",Rice,0.0172896627,0.1419075876,0.143164858785073,0.5402944802780284,0.7793642245373593,0.1498892987805343
"(9.966248958139081, 105.53280225013955)",Rice,0.0418488309,0.5006610155,0.0856985648066664,0.4789995370067124,0.5878053000287777,0.2295168450790844
"(9.977150450050921, 105.50827389333898)",Rice,0.0495549105,0.1562448442,0.4726316013731284,0.5544987553360596,0.7982442645090178,0.1519513198072117
"(9.97987582302888, 105.49600971493871)",Rice,0.01531481,0.0900418758,0.2216839546252893,0.5747190387435785,0.7612277098850845,0.2230612043306107
"(9.966248958139081, 105.49782663025726)",Rice,0.0227400567,0.1702938527,0.1617323499195379,0.6001556034146399,0.7883972975040833,0.2872061486436819
"(9.977604678880581, 105.51508732578358)",Rice,0.0368285626,0.1147975773,0.4788241279736207,0.5295855827822337,0.6722964650263524,0.2885082331351835
"(9.985326568984801, 105.50645697802042)",Rice,0.0187798627,0.2596686482,0.070061795184703,0.535806460540229,0.7972990511668425,0.1391824990427317
"(9.98805194196276, 105.4991893167462)",Rice,0.0122454967,0.1714536846,0.0688436310712993,0.55615097511949,0.8103779556417131,0.1825071473675592
"(9.985780797814462, 105.54506642853983)",Rice,0.0323743224,0.1168801337,0.4040825191975389,0.5508462716609637,0.7294087156397242,0.3010569271010723
"(9.986689255473781, 105.51099926631684)",Rice,0.0435375981,0.1814189404,0.3405718584973127,0.5132682379446832,0.7942392398381024,0.131929640978354
"(9.99123154377038, 105.51327041046503)",Rice,0.0115998518,0.0939648449,0.1457003503239747,0.570385677661252,0.7924581586013196,0.1822761252266229
"(9.974425077072961, 105.50827389333898)",Rice,0.0191843715,0.2145341635,0.0940679375082156,0.5556098037094114,0.7795310504744687,0.1652967304568083
"(9.969882788776362, 105.49646394376836)",Rice,0.0517366566,0.3681204319,0.173023580968485,0.592640700968423,0.7854600865250642,0.3107369998670948
