Latitude and Longitude,ndvi_mean,ndvi_max,ndvi_min
"(10.32281858942218, 105.28161370734864)",0.17647263523979045,0.3788098599513745,-0.015592763915130158
"(10.324635504740822, 105.28161370734864)",0.1875701045053234,0.37206556586368217,0.04502793268310397
"(10.32327281825184, 105.26117341001483)",0.23644867360524388,0.46081265072324057,0.06407370581608382
"(10.32327281825184, 105.2788883343708)",0.17397385707930857,0.3575198163225158,0.07344992579137412
"(10.324181275911162, 105.2516346045924)",0.2671725135577058,0.4657593532168805,0.15972607839183514
"(10.323727047081501, 105.23982465502175)",0.32594836671724037,0.5022946878298944,0.193177557654718
"(10.31963898761456, 105.23028584959931)",0.33370156433307746,0.4650958317744604,0.20834324556221717
"(10.32327281825184, 105.28706445330431)",0.23965288634251983,0.48031020171949435,0.030548128862276664
"(10.324181275911162, 105.27752564788187)",0.19938278431308143,0.35624023759178,0.11447851818926587
"(10.323727047081501, 105.26480724065195)",0.2266723704835604,0.41978450054491145,0.11805405485687975
"(10.321910131762861, 105.2266520189622)",0.39003857479304455,0.48806756696017295,0.238653341041225
"(10.324181275911162, 105.25072614693312)",0.29197104990735967,0.4652447363131361,0.1698727034545603
"(10.32327281825184, 105.27071221543727)",0.23551811941570133,0.41343993967288245,0.1344145359365272
"(10.325089733570481, 105.25890226586662)",0.2483738104350099,0.44921290602552866,0.11478639462469312
"(10.321455902933202, 105.25208883342202)",0.2753298278016432,0.4793378529360712,0.16190460501931453
"(10.324635504740822, 105.26162763884446)",0.23468336211814123,0.47913919627904905,0.05423369947356916
"(10.325089733570481, 105.28751868213396)",0.22290002690335095,0.4903336092863469,0.07843478949111424
"(10.32009321644422, 105.24845500278491)",0.2868893770799308,0.49748919808800046,0.1583813776016602
"(10.324181275911162, 105.23982465502175)",0.31853289883296626,0.5099888206589984,0.19206675476996074
"(10.31963898761456, 105.23891619736247)",0.3091177772575222,0.42921259414310714,0.17885957324710525
"(10.325089733570481, 105.26389878299267)",0.21494326454710574,0.45533470189218145,0.05266882000501044
"(10.321455902933202, 105.26117341001483)",0.20888610688001324,0.4470924645886033,-0.009437491008487994
"(10.319184758784901, 105.22710624779182)",0.4268477968476543,0.5450953345175962,0.2953029563155741
"(10.321001674103542, 105.25254306225168)",0.2745993202744293,0.4871020235410874,0.1520730590466035
"(10.321455902933202, 105.23164853608824)",0.31224844304666977,0.4575330872846094,0.18983965552356025
"(10.324181275911162, 105.24936346044419)",0.3149509835507385,0.47216340379162175,0.19512426037443079
"(10.324181275911162, 105.27979679203008)",0.1694395115985844,0.3499454250521532,0.06059721056444099
"(10.324181275911162, 105.2598107235259)",0.24576274452220453,0.4524601813258326,0.0903683771925421
"(10.324181275911162, 105.28706445330431)",0.2200812235777772,0.4822828399222038,0.03724817270815843
"(10.32281858942218, 105.27934256320043)",0.1760394799717502,0.35290660740754837,0.08073392924903781
"(10.320547445273881, 105.22710624779182)",0.38701045214963226,0.4770238403347407,0.2378313287878033
"(10.32327281825184, 105.26162763884446)",0.23630248952527316,0.46187715893806713,0.07338629739765952
"(10.324635504740822, 105.25208883342202)",0.26730090435026477,0.4717952664543399,0.15132426259388357
"(10.321001674103542, 105.25027191810346)",0.29500240343658374,0.4874133296828022,0.19054259147312586
"(10.318730529955241, 105.22756047662148)",0.42657365414051285,0.5425703628055113,0.3019303028754824
"(10.31963898761456, 105.23255699374752)",0.27908138418499884,0.43754275293743916,0.1548093874962889
"(10.323727047081501, 105.23800773970319)",0.321797917419939,0.48754309208112684,0.189703789479267
"(10.323727047081501, 105.27797987671151)",0.1945905697027787,0.3631815002726846,0.11077426864003048
"(10.323727047081501, 105.26844107128906)",0.22001830784618043,0.3892917596075228,0.13127781792756185
"(10.31963898761456, 105.2416415703403)",0.2910321370635419,0.3902076179382089,0.15575913885109177
"(10.32327281825184, 105.25663112171844)",0.26808864486432804,0.45259593572912665,0.15096270570111214
"(10.32327281825184, 105.27979679203008)",0.16188131153212135,0.351761484247166,0.033971583310160355
"(10.323727047081501, 105.28888136862287)",0.25520239961682406,0.46868947542852873,0.08892103061723439
"(10.324635504740822, 105.26344455416304)",0.22922219619096149,0.45830969066310423,0.08330397529780353
"(10.324181275911162, 105.26208186767411)",0.23455109487118397,0.46987623673554263,0.06319679742219549
"(10.319184758784901, 105.23573659555498)",0.3151390645571104,0.4332628579810965,0.16734631195760133
"(10.320547445273881, 105.25435997757023)",0.2714716615008079,0.48405605841091326,0.15459117928253732
"(10.31963898761456, 105.24255002799958)",0.2897293493889963,0.39997872707200155,0.15207349713128152
"(10.320547445273881, 105.23619082438464)",0.3173687823572469,0.42622647774078637,0.20483229475907286
"(10.324181275911162, 105.23709928204391)",0.3179388564411544,0.4902657947449583,0.18442544344651055
"(10.324635504740822, 105.26026495235556)",0.2407387637975412,0.4589622558348636,0.08015941790394036
"(10.32009321644422, 105.23846196853285)",0.30867399335427104,0.42683072625993856,0.18661146230836553
"(10.325089733570481, 105.25617689288879)",0.26363254095143074,0.46499823401786156,0.15885404559100816
"(10.321455902933202, 105.23074007842897)",0.33260628024894784,0.466284199878865,0.19939132042869073
"(10.325089733570481, 105.26071918118518)",0.23375594478041115,0.4669080605783488,0.06665827913698777
"(10.323727047081501, 105.24073311268103)",0.3209737612061176,0.506378096278975,0.18408833818198836
"(10.323727047081501, 105.24345848565886)",0.30029536498181664,0.502259272657169,0.17437373406009635
"(10.325089733570481, 105.27979679203008)",0.18026787444988482,0.351902036064996,0.08889473745321683
"(10.323727047081501, 105.27752564788187)",0.20524716459054426,0.3621141235907454,0.11883242533518071
"(10.318276301125582, 105.22619779013255)",0.4542780522648246,0.5925392196927565,0.32129661502175383
"(10.321455902933202, 105.22710624779182)",0.388700814643723,0.4778790630799416,0.24033718860393957
"(10.325089733570481, 105.2666241559705)",0.2002047236304387,0.39877191241283744,0.061427841448280875
"(10.321001674103542, 105.26026495235556)",0.21417440236703789,0.43548944808556755,0.01986585442236522
"(10.32009321644422, 105.24118734151068)",0.2932710755576299,0.3885068981468884,0.16501657144459025
"(10.324635504740822, 105.2857017668154)",0.21304632912552104,0.46647404254962416,0.03356418255079957
"(10.32009321644422, 105.24209579916996)",0.2924807643916765,0.39490704328101306,0.15992942446230785
"(10.32281858942218, 105.25572266405916)",0.25645028769924305,0.4603529646090935,0.1384950461223095
"(10.324635504740822, 105.25663112171844)",0.26063933239576564,0.4558703390677002,0.14787581850169193
"(10.325089733570481, 105.25345151991095)",0.27893741922905785,0.4836156424129855,0.1524450807816192
"(10.32327281825184, 105.27707141905222)",0.22078876306204356,0.3649150543300961,0.13473672663117678
"(10.323727047081501, 105.22892316311038)",0.3801508602404995,0.49794540267490245,0.21680036425610488
"(10.32327281825184, 105.2334654514068)",0.3038530377449482,0.48290833448863635,0.18701763246589084
"(10.319184758784901, 105.23846196853285)",0.2985563698093676,0.42576519691780823,0.1604927078268164
"(10.325089733570481, 105.26753261362978)",0.20173949974248356,0.3997047930197564,0.05834182666533133
"(10.318730529955241, 105.2334654514068)",0.3014955133139637,0.42884369132631023,0.15581420439141236
"(10.324635504740822, 105.28115947851899)",0.18069691014197659,0.3657899321711591,0.04502793268310388
"(10.324181275911162, 105.27525450373366)",0.24477591550735953,0.3743958022065615,0.16543265904505114
"(10.319184758784901, 105.22846893428076)",0.3879242226811459,0.4764245834335092,0.26437112903313154
"(10.324181275911162, 105.24073311268103)",0.3139169728812814,0.5113395130999231,0.1860823563517458
"(10.323727047081501, 105.2788883343708)",0.1740434944373247,0.356788678383256,0.07478766135410797
"(10.324181275911162, 105.26571569831123)",0.21855657989351768,0.40739279042333615,0.11693172400701875
"(10.32009321644422, 105.24800077395528)",0.28506745048916526,0.49554081430595126,0.15403363881389934
"(10.32327281825184, 105.23164853608824)",0.3472071040511985,0.48548861177471203,0.20935358212828278
"(10.318730529955241, 105.22983162076967)",0.35226935041204643,0.4646370482960635,0.23110888293610177
"(10.323727047081501, 105.24436694331814)",0.298541124488636,0.503669184373447,0.18348354665340127
"(10.324181275911162, 105.28206793617827)",0.19380694713690186,0.3833369767450561,0.0432730399966164
"(10.325089733570481, 105.28524753798575)",0.20244946150454826,0.45272614006735223,0.01839713728756169
"(10.320547445273881, 105.22756047662148)",0.38077650134214674,0.4674200897791614,0.23632125337132567
"(10.32009321644422, 105.24527540097742)",0.27414275337560523,0.4783289708336842,0.1453857271245854
"(10.324635504740822, 105.26980375777799)",0.21147582691770378,0.41323991137465826,0.0574876279574266
"(10.323727047081501, 105.24527540097742)",0.30579691483586546,0.5040156172063431,0.19625574295182696
"(10.320547445273881, 105.23800773970319)",0.317410794532997,0.4257988774101121,0.21037145249986192
"(10.324635504740822, 105.26616992714088)",0.2096527993571409,0.40447974846652646,0.09732693461307738
"(10.323727047081501, 105.27707141905222)",0.21501526754822578,0.3608703532559792,0.13000447654676608
"(10.321001674103542, 105.23028584959931)",0.3348058771537246,0.4670350100703457,0.2042006519435327
"(10.319184758784901, 105.23437390906608)",0.30903730367998045,0.42621812516589536,0.16130348875667844
"(10.320547445273881, 105.25208883342202)",0.2789127922642695,0.49122646948628396,0.15965374532582807
"(10.321910131762861, 105.24618385863673)",0.30770658565256587,0.4976113038149822,0.192966204798476
"(10.325089733570481, 105.26208186767411)",0.22523433319090316,0.47701228235165055,0.04476843889382252
"(10.321455902933202, 105.2266520189622)",0.38706043847053934,0.48191289181180524,0.2381049355763735
"(10.32327281825184, 105.28797291096359)",0.24959389073667088,0.47707592473243665,0.038937899122000415
"(10.318730529955241, 105.2348281378957)",0.3158074173797755,0.4316532886397842,0.16267213463757887
"(10.324181275911162, 105.24890923161456)",0.3062138031500124,0.4772997645430829,0.20032454111675088
"(10.323727047081501, 105.2416415703403)",0.3136460611196725,0.5051029095567849,0.17821610341085953
"(9.983509653666161, 105.50282314738331)",0.39948843048431,0.5525939497044647,0.09454837234776235
"(9.966248958139081, 105.52735150418388)",0.43586446825662917,0.6710046840993112,0.17887534099986435
"(9.962160898672142, 105.52008384290963)",0.3298724829585037,0.5144985694004096,0.11102763934280774
"(9.98169273834752, 105.53143956365062)",0.3858294933981654,0.5096048666105372,0.22636544273176384
"(9.974425077072961, 105.48510822302734)",0.25970432298816315,0.5017833595126733,0.07735159060846393
"(9.99259423025936, 105.51645001227251)",0.33965352316643077,0.5365250898124283,0.019824267845217614
"(9.982601196006842, 105.54779180151766)",0.4565334975242091,0.5014205728292566,0.4167636127783555
"(9.94490020314506, 105.52144652939856)",0.2892003606809516,0.5287685760896528,-0.0672798563523764
"(9.991685772600041, 105.49600971493871)",0.45328279519955145,0.7570484568396887,0.2082582321375816
"(9.975787763561941, 105.49373857079053)",0.3873389751767153,0.6113062678183185,0.09178123413983447
"(9.992140001429702, 105.51645001227251)",0.33772697835844284,0.531144988348414,0.02193003983728516
"(9.979421594199222, 105.50963657982791)",0.32844820526757107,0.43459913337546535,0.08583852655647997
"(9.976241992391602, 105.48601668068665)",0.25382081785884536,0.5751987371462249,0.06041408204356405
"(9.983509653666161, 105.52871419067279)",0.42484103314549343,0.5170449199586016,0.24043727344318275
"(9.990777314940722, 105.49964354557582)",0.4233262157868642,0.7532542972475399,0.17099459169191822
"(9.95443900856792, 105.52825996184316)",0.2656557485746324,0.5606913205937027,0.06920111708004004
"(9.994411145578, 105.50872812216863)",0.30306360561636714,0.4915354757894254,0.026853017393832914
"(9.98805194196276, 105.51054503748719)",0.4992629295483193,0.787134462859164,0.2055933484504913
"(9.947171347293361, 105.51735846993179)",0.2891615156899857,0.4423682966143972,0.07535879869743892
"(9.97669622122126, 105.53734453843595)",0.24690392584127432,0.37381781721532265,0.07128087322217531
"(9.952622093249282, 105.51554155461324)",0.38526083953292334,0.6607073665782642,0.07864801102520373
"(9.964886271650101, 105.50009777440548)",0.40951015837301963,0.6071402351323664,0.11917834627312103
"(9.98941462845174, 105.52962264833207)",0.5447155235530323,0.6366878855235385,0.4065931956334237
"(9.95943552569418, 105.50691120685008)",0.30136829489959494,0.4943004844228876,0.0531299233787712
"(9.971245475265341, 105.49600971493871)",0.3135703205980007,0.5557575330598379,0.08573782422497057
"(9.97533353473228, 105.53371070779883)",0.33198136412768703,0.39624102005286543,0.2412230950787332
"(9.980330051858541, 105.51009080865757)",0.32355169345469587,0.4383820795062383,0.08030040511374734
"(9.966248958139081, 105.53280225013955)",0.24026065122761847,0.37220907249153623,0.09108592953963009
"(9.977150450050921, 105.50827389333898)",0.3718281804746779,0.4905227904258578,0.0922638385699658
"(9.97987582302888, 105.49600971493871)",0.46598763741685456,0.6888512186069887,0.13852813852813853
"(9.966248958139081, 105.49782663025726)",0.3793315696627506,0.6220388341557326,0.08526348819297784
"(9.977604678880581, 105.51508732578358)",0.2671433266947092,0.39738862197137204,0.10816963984363974
"(9.985326568984801, 105.50645697802042)",0.3852040057906902,0.6686906838761667,0.10254930759546789
"(9.98805194196276, 105.4991893167462)",0.3964353837052029,0.6535396134228271,0.1273357778671848
"(9.985780797814462, 105.54506642853983)",0.4180513281094867,0.5166158132470001,0.36077364282799196
"(9.986689255473781, 105.51099926631684)",0.5353487352775707,0.7893232565458054,0.2786329829214105
"(9.99123154377038, 105.51327041046503)",0.3982749530914623,0.6150541293065027,0.04800820308231937
"(9.974425077072961, 105.50827389333898)",0.4229970637380793,0.5529604185214293,0.1448820244626645
"(9.969882788776362, 105.49646394376836)",0.3604597277878791,0.5919777408883897,0.09112105452143038
"(9.956710152716221, 105.51645001227251)",0.35018508517166286,0.5914889915020409,0.03292983899400634
"(9.983509653666161, 105.53416493662849)",0.40298053028528086,0.49982916181202963,0.3029180932779443
"(9.976241992391602, 105.48556245185699)",0.26714042503127866,0.5738379999367492,0.06400291269145902
"(9.9512594067603, 105.51463309695396)",0.3874744377356133,0.6148732285508989,0.08888974723900124
"(9.972608161754321, 105.53461916545811)",0.27186144441396254,0.4197403250510843,0.019244476122594476
"(9.9785131365399, 105.52825996184316)",0.39454052627755914,0.5701011539240719,0.25513427667634303
"(9.996682289726301, 105.5005520032351)",0.38677580818494595,0.595354530372394,0.13654533730173368
"(9.99259423025936, 105.52008384290963)",0.31825799383532916,0.557371231220411,0.03595755091732743
"(9.996228060896641, 105.51463309695396)",0.39569169913548397,0.5540439036851685,0.13982733150717475
"(9.989868857281401, 105.52053807173928)",0.3279836406183714,0.5608420934344238,0.03942337608462684
"(9.977150450050921, 105.5128161816354)",0.33357784293529397,0.48384190920953535,0.09547589601841912
"(9.953530550908601, 105.52871419067279)",0.3265202491325939,0.5560935449005049,0.07066719064635334
"(9.973062390583982, 105.5209923005689)",0.29858693115688,0.36332619904999025,0.1459777632439503
"(9.990323086111061, 105.51054503748719)",0.40280696403963406,0.695546090538973,0.06958895200299892
"(9.954893237397581, 105.52508036003567)",0.2608731819136473,0.5943561428056741,0.06710239554416766
"(9.969428559946701, 105.50191468972403)",0.43601149413579654,0.6538740031910631,0.07327183285553335
"(9.972608161754321, 105.48965051132376)",0.31116499150643484,0.6101757844823245,0.048560855752412514
"(9.958072839205201, 105.52144652939856)",0.23224604816248268,0.5170062328930499,0.025015124812583882
"(9.973970848243301, 105.48737936717555)",0.2514446508092546,0.5312655826339987,0.052039412149421864
"(9.974879305902622, 105.48692513834592)",0.21938004275075557,0.5343155552735905,0.05971228803343245
"(9.97987582302888, 105.5141788681243)",0.27804393477695055,0.3863606092641932,0.06780066423261337
"(9.99123154377038, 105.50191468972403)",0.41010936522185343,0.7360484961010293,0.1849974565178872
"(9.95943552569418, 105.5323480213099)",0.30416016292206316,0.522835048906642,0.08655029652008503
"(9.9626151275018, 105.52326344471712)",0.27084269426152763,0.4801652775060239,0.09784952949018205
"(9.952167864419621, 105.52689727535423)",0.35964046814162254,0.6073512550602808,-0.004350099573890505
"(9.985780797814462, 105.54688334385838)",0.4861510312684337,0.5389787902592301,0.42607297545609657
"(9.977150450050921, 105.51009080865757)",0.36613370040320536,0.48410935882238193,0.08929287906101484
"(9.985780797814462, 105.50918235099826)",0.3927740298795916,0.7272307786911241,0.0915396286395492
"(9.984418111325482, 105.5073654356797)",0.3749796010517778,0.6268257155702084,0.10102140077821009
"(9.94807980495268, 105.51735846993179)",0.2792810906356353,0.4634205310080621,0.040096098086322585
"(9.974879305902622, 105.49010474015338)",0.33924098553580295,0.6018579589521696,0.07045391210268347
"(9.969428559946701, 105.49555548610908)",0.3825471395424065,0.6303623839277729,0.10000269804757088
"(9.999861891533921, 105.50645697802042)",0.3688198909085241,0.5325353894181603,0.12952592177467173
"(9.957164381545882, 105.53053110599134)",0.2456629252371032,0.5345107618329007,0.04012208304190249
"(9.958981296864522, 105.51690424110214)",0.3634845017680677,0.5676113037359082,0.05957321481164154
"(9.950805177930642, 105.51463309695396)",0.38467987908508267,0.6080194466952193,0.09099221386422335
"(9.959889754523841, 105.53007687716172)",0.3007678682134586,0.5405239553384111,0.07792347505946762
"(9.995319603237322, 105.50146046089439)",0.3662797766042258,0.6496119026553854,0.08297169549392798
"(9.9785131365399, 105.50918235099826)",0.33947934902471194,0.4599573380538129,0.0797806251913962
"(9.959889754523841, 105.52508036003567)",0.24697461479155938,0.5517413073799518,0.05450207724898199
"(9.972608161754321, 105.48874205366448)",0.280301530189922,0.5745539673957301,0.04955751095176176
"(9.966703186968742, 105.50009777440548)",0.3607482752646466,0.6148450904739101,0.09207611011397764
"(9.966703186968742, 105.53189379248028)",0.27689359374298117,0.40784692419193835,0.13916222168400533
"(9.987597713133102, 105.50509429153152)",0.48177467548688935,0.7457780483417962,0.15671555961079886
"(9.9467171184637, 105.5241719023764)",0.41284779555972867,0.5306858418034431,0.28868387341843765
"(9.982146967177181, 105.52780573301351)",0.41096993514286445,0.5324761469244658,0.23506809611528118
"(9.984418111325482, 105.49146742664232)",0.3643056602994613,0.587493997876123,0.08839389924996424
"(9.977604678880581, 105.52462613120602)",0.3767859639699244,0.4982449995398439,0.3005816122731163
"(9.961252441012821, 105.51872115642072)",0.37268290021556255,0.5564297329886052,0.11415958984104359
"(9.984418111325482, 105.50918235099826)",0.37265770533279585,0.6463600892571565,0.0915396286395492
"(9.955347466227241, 105.52598881769495)",0.26253087855877977,0.5999207885971735,0.055083655083655106
"(9.97987582302888, 105.54052414024343)",0.2566372603193514,0.4219970529754296,0.17191199111620598
"(9.958527068034861, 105.52462613120602)",0.22658228630515787,0.5392731942066737,0.03546167233478628
"(9.985326568984801, 105.53416493662849)",0.443085206501157,0.4995855425113556,0.3536155218350646
"(9.987597713133102, 105.52553458886531)",0.4623295637643728,0.5538335466346279,0.37832195374423166
"(9.978967365369561, 105.52553458886531)",0.41443286273390956,0.573058135336419,0.3055515034790619
"(9.977604678880581, 105.4878335960052)",0.31700404095954954,0.5819360025057518,0.07164529732316995
"(9.974879305902622, 105.52371767354674)",0.3671403824752544,0.45703131265143504,0.3095451744035664
"(9.994865374407661, 105.51099926631684)",0.31139387614291403,0.5246512736838795,0.034504906782137634
"(9.977604678880581, 105.53825299609522)",0.24734368326212863,0.4132497191925918,0.0631105895385088
"(9.97351661941364, 105.54279528439164)",0.37231582019938186,0.5008586790449328,0.1864691478597904
"(9.99577383206698, 105.50554852036115)",0.3636770446272709,0.5576115501285108,0.0966201322556943
"(9.974879305902622, 105.48647090951627)",0.2232745595751869,0.5439201647538054,0.05864346921088734
"(9.9671574157984, 105.52326344471712)",0.3289244138078812,0.5304074834742447,0.10459968231437353
"(9.980784280688201, 105.5264430465246)",0.41113413873850346,0.5727457688280919,0.2618985654687266
"(9.964432042820441, 105.4991893167462)",0.41818944408411735,0.6018986834561793,0.13345745881290905
"(9.981238509517862, 105.5060027491908",0.3130129382325285,0.4866263449519289,0.07192830899927613
"(9.98805194196276, 105.50554852036115)",0.4697598747751955,0.7520622858837059,0.1442851698565297
"(9.986689255473781, 105.49146742664232)",0.32148080614046093,0.5199835387317475,0.06162681066255252
"(9.969428559946701, 105.49737240142764)",0.3559183234760157,0.5959717030427268,0.07758667587872722
"(9.987597713133102, 105.50009777440548)",0.4143825159154204,0.6305563710781582,0.14371326218454195
"(9.977150450050921, 105.54279528439164)",0.34922629010967365,0.4734218515639836,0.18498968376494296
"(9.973062390583982, 105.49101319781266)",0.3559135933877019,0.6461045500864796,0.06735755114375531
"(9.952167864419621, 105.52190075822818)",0.39717119140336915,0.5239697749667921,0.27908614223142214
"(9.985326568984801, 105.49782663025726)",0.3597745138340128,0.5202499325968708,0.10174187480298785
"(9.976241992391602, 105.48647090951627)",0.2485980495539958,0.5714177552128393,0.06116094981316122
"(9.979421594199222, 105.49555548610908)",0.44366829747985237,0.6604111394816862,0.0952169406189842
"(9.984418111325482, 105.54506642853983)",0.45118977484932055,0.5307590570193234,0.4055320113661179
"(9.972608161754321, 105.53734453843595)",0.30365941237082167,0.37850887030619323,0.15472534946209215
"(9.980784280688201, 105.49646394376836)",0.4840935461253884,0.7002426211374916,0.24269167126309982
"(9.98487234015514, 105.50146046089439)",0.4019740101390725,0.5752709448941008,0.12823382768181935
"(9.961252441012821, 105.52598881769495)",0.3235285913816665,0.5682119513306976,0.09701204143026412
"(9.94989672027132, 105.51826692759107)",0.2371826620652595,0.4499280291788119,-0.019286606433194395
"(9.98941462845174, 105.50827389333898)",0.4380860224163654,0.7513919112241305,0.09717748517871153
"(9.97533353473228, 105.48556245185699)",0.2503299129317906,0.5498618179718439,0.06404263271104005
"(9.9830554248365, 105.53870722492488)",0.3489871326910155,0.4365514238411001,0.2411063893735859
"(9.98805194196276, 105.5377987672656)",0.3549681577552238,0.4254555535204227,0.24982227726944597
"(9.982146967177181, 105.49646394376836)",0.4256462731936333,0.6469906900328587,0.15430267062314543
"(9.986689255473781, 105.50373160504259)",0.4928283512936683,0.7081807262441924,0.18011592354248818
"(9.994411145578, 105.51781269876145)",0.31181294994729225,0.5389014031223186,0.04532398435744583
"(9.982601196006842, 105.50327737621296)",0.39103553841387545,0.5253822608028083,0.06739549668169546
"(9.978967365369561, 105.50418583387224)",0.3908864538473297,0.5672966744864718,0.03436027963651853
"(10.001224578022901, 105.50464006270187)",0.33895739534417757,0.549929614041372,0.05696503507255578
"(9.96897433111704, 105.52371767354674)",0.3171631507821723,0.4512274724886994,0.11652253072371418
"(9.950805177930642, 105.52008384290963)",0.3314962724398243,0.4531316064242371,0.23297292813096263
"(9.98941462845174, 105.4991893167462)",0.4094732604000094,0.705628700754306,0.16764077863558924
"(9.97351661941364, 105.53643608077667)",0.32041562260043005,0.4032814467108127,0.15476134720882243
"(9.97533353473228, 105.52144652939856)",0.27733608018049744,0.3590240390805057,0.11017661900756934
"(9.9671574157984, 105.49373857079053)",0.3688779869515684,0.6239791363364425,0.07283066698639992
"(9.967611644628061, 105.50827389333898)",0.38508978906940994,0.6203036241276801,0.13618462254066147
"(9.982601196006842, 105.51690424110214)",0.46063408614922774,0.6078693458664017,0.12327549713798913
"(9.9830554248365, 105.53825299609522)",0.350144266105698,0.43137622396708275,0.24048147438224501
"(9.968520102287382, 105.4946470284498)",0.40675183923186475,0.6614810179846875,0.10938762613181943
"(9.974425077072961, 105.50645697802042)",0.4241446289448799,0.5806844547810248,0.1401378669238329
"(9.96397781399078, 105.52371767354674)",0.3238146286749555,0.5087279068824269,0.12419488802870976
"(9.991685772600041, 105.51645001227251)",0.344252572535679,0.5253363509808113,0.031734277777963914
"(9.985780797814462, 105.50872812216863)",0.3935105623129688,0.715082099184205,0.10136771153720307
"(9.981238509517862, 105.50373160504259)",0.32052238870335475,0.5135283456108308,0.04222896597733562
